data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
1399,2-Feb-21,2021,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Twitter,"On 2 February 2021, about 75 people rallied in Los Angeles (California) in support of the Black Lives Matter movement and progressive justice reform. One police officer allegedly shoved a film journalist with force. Officers detained several people and arrested at least one. About 12 sheriff's deputies were present but it is unclear what role, if any, they played in the arrests. [size=about 75]",0,1612913871
1492,31-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles); Crowd Counting Consortium,"On 31 January 2021, an unreported number of people staged a rally and began a caravan in Los Angeles (California) in support of 'Recall Gavin 2020,' which aims to remove Governor Newsom from office. [size=no report]",0,1612913871
1543,30-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,ABC7 (San Francisco); Los Angeles Times,"On 30 January 2021, about 50 people staged a 'Scamdemic Protest/March' at the coronavirus vaccination site at Dodger Stadium in Los Angeles (California) against vaccinations, masks, and lockdowns. Shop Mask Free Los Angeles organized the event. The demonstration caused a temporary closure of the vaccine site. [size=about 50]",0,1612913871
1815,27-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News,"On 27 January 2021, an unreported number of health workers affiliated with National Nurses United rallied outside Keck Hospital of USC in Los Angeles (California) calling for improved coronavirus safety standards and work contracts. [size=no report]",0,1612546516
2289,20-Jan-21,2021,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Twitter,"On 20 January 2021, an unreported number of people rallied in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality. Mounted city police allegedly hit demonstrators with bokkens (wooden swords) and galloped at demonstrators. No injuries were reported. [size=no report]",0,1612546516
2290,20-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,MSN News; Crowd Counting Consortium,"Around 20 January 2021 (as reported), an unreported number of nurses rallied in Los Angeles (California) calling on Olympia Medical Center to remain open during the coronavirus. [size=no report]",0,1612546516
2496,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 18 January 2021, an unreported number of people staged a 'Freedom Ride' in Los Angeles (California) against the 'criminalization' of poverty, in support of housing for all, and in memory of Martin Luther King, Jr. No Sweeps LA organized the event. [size=no report]",0,1612546515
2504,18-Jan-21,2021,Strategic developments,Other,Civilians (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,NBC 7 San Diego; NBC4 Southern California,"Other: On 18 January 2021, an unidentified man allegedly spray-painted 'I hate your race' on the Wilshire Boulevard Temple in Los Angeles (California). The temple was founded as the city's first synagogue. Police are investigating the incident as a hate crime.",0,1612913871
2555,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5,"On 17 January 2021, an unreported number of people rallied in Los Angeles (California) calling for justice in the fatal hit-and-run incident against a bicyclist the previous day. [size=no report]",0,1612546515
3114,11-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Twitter,"On 11 January 2021, an unreported number of people rallied in Los Angeles (California) calling for charges against the pro-Trump demonstrators at the 'Stop the Steal' rally on 6 January 2021 who allegedly physically assaulted a Black woman during the demonstration. [size=no report]",0,1612546514
3150,10-Jan-21,2021,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Beverly Hills Courier,"On 10 January 2021, an unreported number of people rallied at the Beverly Connection Target and the Westfield Century City mall in Los Angeles (California) against coronavirus mask mandates. Police officers intervened and removed some of the demonstrators from the premises. [size=no report]",0,1612546514
3222,9-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,NBC 7 San Diego,"On 9 January 2021, dozens of people organized by Refuse Fascism staged a 'Trump/Pence Out Now' car caravan from Pershing Square in Los Angeles (California) against President Trump and a demonstration at the national Capitol earlier in the week. [size=dozens]",0,1612546514
3318,8-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Fox11 (Los Angeles),"On 8 January 2021, an unreported number of nurses of the California Nursing Association, a local affiliate of National Nurses United, and healthcare workers rallied in Los Angeles (California) against staffing waivers that allow hospitals to bypass the nurse-to-patient ratio in California during the coronavirus pandemic. [size=no report]",0,1612546513
3455,6-Jan-21,2021,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,ABC7 (Los Angeles); MilitiaWatch; Los Angeles Times; Political Research Associates; Crowd Counting Consortium; Los Angeles Daily News; Channel 8 (Las Vegas); Twitter; Fox11 (Los Angeles); Patch; NBC4 Southern California,"On 6 January 2021, about 200 people staged a ''Stop the Steal' rally and 'Freedom Protest' at City Hall and police headquarters in Los Angeles (California) in support of President Trump. 15 organizations organized the event and Proud Boys attended. Demonstrators caravanned to Los Angeles from seven cities, including about 50 people from Pasadena. An unreported number of counter-demonstrators, many affiliated with Refuse Fascism, were present. Physical altercations occurred between the two groups and at least one counter-demonstrator was maced in the face by an unknown party. Proud Boys surrounded, hit, and chased a journalist. A Black woman was followed and encircled by Pro-Trump demonstrators who allegedly used racial slurs against her and physically assaulted her with their fists and pepper spray. One demonstrator stole her wig. Another Pro-Trump demonstrator physically removed the civilian from the crowd as a 'good Samaritan' act. Officers at the scene did not intervene, but later filed hate crime and battery charges for the incident. At least six people were arrested. [size=about 200] [stop the steal] [counter-protest]",0,1612546513
3664,5-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; Crowd Counting Consortium,"On 5 January 2021, an unreported number of people rallied at a Ralph's and Whole Foods in Los Angeles (California) against coronavirus mask mandates. [size=no report]",0,1612546512
3666,5-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Twitter,"On 5 January 2021, an unreported number of people staged a car caravan and rally in Los Angeles (California) in support of the Black Lives Matter movement. They called for justice for Jacob Blake and against police brutality and the decision not to charge the officer who shot Jacob Blake. [size=no report]",0,1612546512
3678,4-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Political Research Associates; Los Angeles Times,"On 4 January 2021, anti-mask protesters demonstrated in a grocery store and mall in Los Angeles (California) to demonstrate against mask requirements for customers in the store amid the coronavirus pandemic. [size=no report]",0,1612913871
3768,3-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Press Democrat; Los Angeles Times; Twitter; Beverly Hills Courier,"On 3 January 2021, a few dozen people rallied at the Westfield Century City Mall in Los Angeles (California) against coronavirus masks and in support of President Trump. [size=a few dozen]",0,1612546512
3825,2-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Spectrum News 1 (Southern California),"On 2 January 2021, an unreported number of people rallied outside the North Hollywood police station in Los Angeles (California) in support of arresting a local woman who demonstrators claim tackled a teenager in New York City in ''a racially motivated attack.'' [size=no report]",0,1612546512
3905,31-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; CBS2 (Los Angeles),"On 31 December 2020, an unreported number of evangelical Christians staged a ''Let Us Worship'' rally at Echo Park Lake in Los Angeles (California) against coronavirus restrictions. A small group of counter-demonstrators rallied against the group's location choice, citing risk of coronavirus spread to an unhoused community that lives in the area. [size=a small group] [counter-protest]",0,1612546512
3906,31-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Fox11 (Los Angeles),"On 31 December 2020, an unreported number of families held a vigil and ''Recall George Gascon'' rally outside the Hall of Justice in Los Angeles (California) in memory of murdered people and against Gascon's new charging policy that could increase the number of inmates eligible for resentencing consideration to 20,000. [size=no report]",0,1612546512
3907,31-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; Crowd Counting Consortium,"On 31 December 2020, 30-50 people marched in Los Angeles (California) in support of the Black Lives Matter movement. Police were present and followed the march, but did not interact with the BLM supporters. [size=30-50]",0,1612546512
3948,30-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5; Twitter; CBS2 (Los Angeles); People's City Council-Los Angeles,"On 30 December 2020, dozens of evangelical Christians staged a ''Let Us Worship'' rally on Skid Row in Los Angeles (California) against coronavirus restrictions. Dozens of counter-demonstrators with Los Angeles Community Action Network staged a ''Protect Skid Row'' demonstration to ''protect'' unhoused people living in the area from the coronavirus. [size=dozens] [counter-protest]",0,1612546512
4034,28-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Christian Post; Crowd Counting Consortium,"On 28 December 2020, an unreported number of parents of transgender children rallied outside the children's hospital in Los Angeles (California) against sex reassignment surgery for minors. [size=no report]",0,1612546512
4228,23-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Orange,Orange,33.7877,-117.8534,KTLA5; Crowd Counting Consortium; CBS2 (Los Angeles),"On 23 December 2020, about 6 nurses with California Nurses Association/National Nurses United rallied outside the Chapman Global Medical Center in Orange (California) in support of increasing staffing and against ''recent waivers on safe staffing standards'' and an alleged reduction in patient care to ''save money'' during the coronavirus pandemic. [size=about 6]",0,1612546512
4518,18-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,UNITE HERE Local 11,"On 18 December 2020, nearly 100 cars participated in a silent car caravan, vigil, and rally in Los Angeles (California) against the fatal sheriff shooting of Andres Guardado. Latinx people and members of Unite Here Local 11 attended the rally. [size=nearly 100 cars]",0,1612546512
4622,16-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 16 December 2020, an unreported number of people with Black Lives Matter-LA rallied for the 23rd consecutive and final day outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546512
4745,15-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KFI AM640; Crowd Counting Consortium,"On 15 December 2020, an unreported number of people with Black Lives Matter-LA rallied for the 22nd consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's administration. [size=no report]",0,1612546512
4797,14-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Newsweek; Crowd Counting Consortium,"On 14 December 2020, an unreported number of people rallied outside the home of Mayor Garcetti in Los Angeles (California) against new coronavirus lockdown measures. Demonstrators shined strobe lights at the home. [size=no report]",0,1612546512
4846,13-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 13 December 2020, an unreported number of people with Black Lives Matter-LA rallied for the 20th consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's administration. Demonstrators also called for rents to be cancelled. [size=no report]",0,1612546511
4947,12-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 12 December 2020, an unreported number of people with Black Lives Matter-LA rallied outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546511
4983,12-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 12 December 2020, an unreported number of people staged a ''Save Small Businesses'' march from West Hollywood to Beverly Hills in Los Angeles (California) against an alleged idea that business are responsible for the spread of the coronavirus pandemic. California Coalition for Safe Reopening and several Chambers of Commerce led the march in which several small business owners participated. [size=no report]",0,1612546511
5047,11-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 11 December 2020, an unreported number of people with Black Lives Matter-LA rallied outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546511
5136,10-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Press-Enterprise,"On 10 December 2020, at least 40 laid off concession workers represented by Unite Here Local 11 staged a ''HMS Host Pay Up'' car caravan rally outside Los Angeles International Airport in Los Angeles (California) calling for HMS host to pay owed wages, which demonstrators allege totals more than $100,000. Demonstrators also rallied against HMS Host's ''failure to make healthcare contributions'' for workers laid off during the coronavirus pandemic. [size=at least 40]",0,1612546511
5138,10-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,California Nurses Association,"On 10 December 2020, an unreported number of coronavirus nurses staged a car caravan, rally, and media interview outside the University of Southern California's Keck Medical center in Los Angeles (California) in support of putting ''patients over profits.'' [size=no report]",0,1612546511
5141,10-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 10 December 2020, an unreported number of people with Black Lives Matter-LA rallied outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546511
5209,9-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 9 December 2020, an unreported number of people with Black Lives Matter-LA rallied outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546511
5256,8-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 8 December 2020, an unreported number of people with Black Lives Matter-LA rallied outside Getty House in Los Angeles (California) against Mayor Garcetti being considered for a position in President-elect Biden's cabinet. [size=no report]",0,1612546511
5302,7-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 7 December 2020, an unreported number of people rallied for the 14th consecutive day outside Getty House in Los Angeles (California) against President-elect Biden appointing Mayor Garcetti to a position on his incoming cabinet. Demonstrators organized by Black Lives Matter-LA rallied against Mayor Garcetti's handing of homelessness in the city and the Los Angeles Police Department's ''record of shootings.'' An organizer with Democratic Socialists of America-LA and a transgender woman, addressed the crowd regarding the previous day's demonstration. A BLM-LA co-founder spoke against President-elect Biden appointing Mayor Garcetti as co-chair of the presidential inauguration. Eight police cars were on standby a block away and officers stated that ''others were nearby.'' At least 10 officers were stationed inside Getty House. No interactions between demonstrators and police were reported for this event. [size=no report]",0,1612546511
5430,6-Dec-20,2020,Protests,Excessive force against protesters,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles; Knock.LA; NBC4 Southern California; Los Angeles Times,"On 6 December 2020, about 200 people rallied for the 13th consecutive day by marching up Irving Boulevard to Getty House in Los Angeles (California) against President-elect Biden appointing Los Angeles Mayor Garcetti to a position in the incoming president's cabinet. The demonstration was organized by Black Lives Matter-LA and Ground Game LA. Dozens of Los Angeles Police Department officers in riot gear were stationed outside Getty House and advanced on demonstrators after they reportedly violated three sound ordinances. Police claim that demonstrators ''punched and kicked them'' leading to an ''officer needs help call'' but no other sources support officers' claims that demonstrators hit officers. At least one officer repeatedly swung a baton at demonstrators, which led one demonstrator to use a pan as a shield and another to use a water bottle as a shield. An officer allegedly struck a National Lawyers Guild legal observer in the back with a baton. One organizer, a member of the Democratic Socialists of America and transgender woman, was arrested for allegedly preventing the police from arresting another demonstrator. [size=about 200]",0,1612546511
5431,6-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Knock.LA; Los Angeles Times,"On 6 December 2020, more than 100 people organized by Save California rallied outside Getty House in Los Angeles (California) in support of reopening businesses amid the coronavirus pandemic and against the citywide curfew and mask ordinances. Three officers were present to monitor the event but did not interact with demonstrators. [size=more than 100]",0,1612546511
5461,5-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; Crowd Counting Consortium; Newsweek,"On 5 December 2020, about 36 people staged a ''Open Up LA'' rally outside the Echo Park home of Los Angeles County Department of Health Director Ferrer in Los Angeles (California) against increased restrictions related to the coronavirus pandemic and in support of recalling Governor Newsom. An unreported number of neighbors demonstrated against the ''reopen'' demonstrators. One ''reopen'' demonstrator attempted to hit one of the neighbors but no physical contact was reported. Police responded to the incident but did not intervene in the demonstration. [size=about 36] [counter-protest]",0,1612546511
5462,5-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Newsweek,"On 5 December 2020, a large group of restaurant workers and supporters rallied outside the home of County Supervisor Kuehl's home in Los Angeles (California) against coronavirus restrictions and calling for restaurants to be reopened. The demonstration occurred at Kuehl's house because Kuehl dined out after voting for a ban on outdoor dining in the county. [size=a large group]",0,1612546511
5463,5-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 5 December 2020, an unreported number of people rallied for the 12th consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being offered a position on President-elect Biden's cabinet. Black Lives Matter-LA and Ground Game LA organized the event. [size=no report]",0,1612546511
5564,4-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 4 December 2020, an unreported number of people rallied for the 11th consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being offered a position on President-elect Biden's cabinet. Black Lives Matter-LA and Ground Game LA organized the event. The day's theme was the death rate of homeless people in the city. Police officers were present but no interactions were reported. [size=no report]",0,1612546511
5565,4-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles); Crowd Counting Consortium,"On 4 December 2020, about 20 people rallied outside the Echo Park home of Los Angeles County Department of Health Director Ferrer in Los Angeles (California) against increased restrictions related to the coronavirus pandemic. [size=about 20]",0,1612546511
5629,3-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 3 December 2020, an unreported number of people rallied for the 10th consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being offered a position on President-elect Biden's cabinet. Black Lives Matter-LA and Ground Game LA organized the event. [size=no report]",0,1612546511
5658,2-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 2 December 2020, an unreported number of demonstrators rallied for the 9th consecutive day outside Getty House in Los Angeles (California) against Mayor Garcetti being appointed to a position in President-elect Biden's cabinet. Black Lives Matter-LA and Ground Game LA organized the rally. [size=no report]",0,1612546510
5738,1-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News,"On 1 December 2020, dozens of furloughed flight attendants represented by the Association of Flight Attendants-CWA outside the international airport in Los Angeles (California) in support of Congress passing a relief package to provide funding to airline workers amid the coronavirus pandemic. [size=dozens]",0,1612546510
