data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
2142,23-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times,"On 23 January 2021, dozens to 80 members of the Patriot Front gathered outside the Cook County Building in Chicago (Illinois) to protest state cancellations of pro-life rallies, and in support of the right to life. Police officers were nearby but did not intervene. [size=dozens to 80]",0,1612546516
2190,22-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Tribune; Crowd Counting Consortium,"On 22 January 2021, people gathered at the airport in Chicago (Illinois) to protest against the deportations of immigrants from Illinois. [size=no report]",0,1612546516
2246,21-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Block Club Chicago; NBC6 Chicago,"On 21 January 2021, about a dozen teachers and several shop owners worked outside in the Avondale neighborhood of Chicago (Illinois) to protest the school's reopening plan amid the coronavirus pandemic. [size=about a dozen] [schools]",0,1612546516
2406,19-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Chicago Sun-Times; Chicago Tribune; Count Love,"On 19 January 2021, about 50 people gathered in Federal Plaza (Illinois) demanding social and economic justice under the Biden administration. Protesters voiced a variety of issues, including abortion rights, criminal justice reform, access to health care and housing, and the environment. Demonstrators were from different groups including La Voz de los de Abajo (student group), the Chicago Alliance Against Racist and Political Repression, Illinois Choice Action Team (pro-choice women group), Clinic Vest Project, Tikkun Chai Inter-National humanitarian project, and the People's Lobby. About two dozen Chicago police officers were also present, but did not intervene. [size=about 50]",0,1612546516
2486,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Teachers Union; Chicago Sun-Times; One News Page; Crowd Counting Consortium,"On 18 January 2021, about 150 teachers gathered at Jungman Elementary in the Pilsen neighborhood of Chicago (Illinois) to protest returning to school and teaching before it is safe to do so amid the coronavirus pandemic. [size=about 150] [schools]",0,1612546515
2487,18-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Pantagraph; Block Club Chicago; Chicago Tribune,"On 18 January 2021, dozens of protesters gathered outside the Progressive Baptist Church in Chicago (Illinois) to stand against police violence, their misconduct during the wrongful raid at the home of Anjanette Young and in support of Black Lives Matter. [size=dozens]",0,1612546515
2536,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Times of Northwest Indiana; Crowd Counting Consortium,"On 17 January 2021, 10-15 people including teachers participated in a caravan that passed by school board members' homes in Chicago (Illinois) with signs that read, 'SCEC respect us!', 'Grads not graves' and 'Remote learning saves lives' to show support for a safe return-to-school plan and to stand against returning too soon amid the coronavirus pandemic. [size=10-15] [schools]",0,1612546515
2537,17-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Count Love; Chicago Sun-Times,"On 17 January 2021, about 100 people gathered at the intersection of Western and Touhy avenues in Chicago (Illinois) to protest against the scheduled closure of the YMCA on Jan. 22nd. [size=about 100]",0,1612546515
2750,15-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS2 (Chicago); Crowd Counting Consortium,"On 15 January 2021, members of the Chicago Teachers Union staged a car caravan through the Near West Side in Chicago (Illinois) to protest the Chicago Public Schools' decision to return to in-person learning amid the ongoing coronavirus pandemic. [size=no report] [schools]",0,1612546514
2752,15-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Twitter; Fight For 15; Crowd Counting Consortium,"On 15 January 2021, fast food workers and members of the group Fight for 15 went on strike and participated in car caravan in Chicago (Illinois) to demand higher pay and union rights. [size=no report]",0,1612546514
2903,13-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago; Fox32,"On 13 January 2021, dozens of teachers set up their classrooms outside in the front yard of the president of the Board of Education in Chicago (Illinois) in defiance of the schedule return to in-person learning amid the coronavirus pandemic. [size=dozens] [schools]",0,1612546514
3100,11-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times; Count Love,"On 11 January 2021, parents picketed outside of the Whittier Elementary in the Pilsen neighborhood in Chicago (Illinois) to protest the district's decision to reopen schools when infection rates of the coronavirus are still high amid the coronavirus pandemic. [size=no report] [schools]",0,1612546514
3142,10-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Chicago Tribune,"On 10 January 2021, dozens of people, including the local police chief, gathered in front of a local aldermanic candidate's house in Evanston (Illinois) to show support with the woman after she was targeted with racist death threats during a Zoom interview. People spoke about the need to overcome racism. [size=dozens]",0,1612546514
3209,9-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS2 (Chicago); MSN News; Crowd Counting Consortium,"On 9 January 2021, about two dozen people attended a rally in downtown Chicago (Illinois) to call for the state of Illinois to reopen, return kids to schools and reduce restrictions amid the ongoing coronavirus pandemic. A number of small business owners and restaurant employees participated in the protest. [size=about two dozen]",0,1612546514
3210,9-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Count Love; Crowd Counting Consortium; CBS2 (Chicago),"On 9 January 2021, people from several community groups gathered outside Trump Tower in Chicago (Illinois) calling for Donald Trump to resign. Refuse Fascism organized the protest. [size=no report]",0,1612546514
3312,8-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Fox32; WGN Channel 9,"On 8 January 2021, dozens to hundreds of people organized by the group, Purpose Over Pain, gathered outside of the Saint Sabina Church in Chicago (Illinois) to show support for a local pastor who is facing allegations of child sexual abuse. [size=dozens to hundreds]",0,1612546513
3313,8-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Twitter; Crowd Counting Consortium,"On 8 January 2021, teachers gathered outside of the Velma Thomas early childhood center in Chicago (Illinois) to protest and refuse to return to unsafe working conditions amid the coronavirus pandemic. [size=no report][schools]",0,1612546513
3433,7-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Oak Park,41.8861,-87.7841,WGN Channel 9,"On 7 January 2021, neighbors and friends gathered outside a local business in Oak Park (Illinois) to show their support for the business owner after a brick with a note saying there should be no Black people on the ballot was thrown at the window. [size=no report]",0,1612546513
3583,6-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times; Patch; Crowd Counting Consortium; Fox32,"On 6 January 2021, about two dozen people organized by the group Refuse Fascism gathered outside of Trump Tower in Chicago (Illinois) calling for peace and acceptance of the election results. [size=about two dozens]",0,1612546513
3731,4-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,NBC6 Chicago; Block Club Chicago,"On 4 January 2021, teachers and educators, organized by the Chicago Teachers Union, set up desks and worked outside Brentano schools in Chicago (Illinois) to protest the school district's plan to reopen and in solidarity with the pre-K staff who had been ordered to return to the school amid the ongoing coronavirus pandemic. [size=no report] [schools]",0,1612546512
3806,2-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,AFP; Crowd Counting Consortium,"On 2 January 2021, up to 100 protesters marched through downtown Chicago (Illinois) to protest against gun violence. [size=up to 100]",0,1612546514
3820,2-Jan-21,2021,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago; Fox32; WGN Channel 9,"On 2 January 2021, two dozen residents gathered in the Pilsen neighborhood in Chicago (Illinois) to protest against a proposal for a new bar and the opening of the Headquarters Beercade and Color Cocktail Factory in Pilsen, which residents say would further disrupt the neighborhood. [size=two dozen]",0,1612546512
3897,31-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times; ABC7 Chicago,"On 31 December 2020, about 150 demonstrators including protestant faith leaders from the church of St. Sabina gathered in the city of Chicago (Illinois) to urge city leaders to do more to address gun violence.' [size=about 150]",0,1612546512
4087,27-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago; Fox32; Chicago Tribune; WGN Channel 9; Pantagraph,"On 27 December 2020, more than 200 people, including Black female politicians, clergy, activists and union members, SEIU workers, and the Rainbow PUSH Coalition gathered in Chicago (Illinois) to protest wrongful police raids and to demand policy changes that would prevent future no-knock raids and in support of the woman whose home was mistakenly raided by 12 Chicago police who had the wrong address last year. [size=more than 200]_x000D_",0,1612546512
4266,22-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,SEIU Local 73; Chicago Sun-Times; Chicago Tribune; Fox32; Daily Herald (Arlington Heights); WGN Channel 9,"On 22 December 2020, about 1500-1600 health technicians, service and maintenance workers, sheriff's office employees and members of the group SEIU gathered for a 'Strike For Our Lives' outside of various county offices in Chicago (Illinois) demanding that the Cook County government bargain in good faith with workers and for better protections and pay amid the ongoing coronavirus pandemic. [size=about 1500-1600]",0,1612546512
4509,18-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,NBC6 Chicago,"On 18 December 2020, pastors and faith leaders gathered at the Police Department Headquarters in Chicago (Illinois) calling on officials to address the recently released footage of a botched police raid from 2019 and for officers involved to be identified and held accountable. [size=no report]",0,1612546512
4534,17-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Block Club Chicago,"On 17 December 2020, about a dozen members of a Black Lives Matter group, GoodKids MadCity, and Women's All Points Bulletin gathered in Chicago (Illinois) to demand an end to home raids and criminal charges for anyone involved in incorrect raids, and a quicker release of records to people who have been targeted in response to the city's botched raid of a home in 2019. [size=about a dozen]",0,1612546512
4969,12-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago,"On 12 December 2020, some members of the Chicago Teachers Union gathered and rallied before heading east in a car caravan to City Hall in Chicago (Illinois) to voice concerns over plans to reopen Chicago public schools to in-person learning next month amid the ongoing coronavirus pandemic. [size=no report] [schools]",0,1612546511
5137,10-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Hyde Park Herald; Crowd Counting Consortium,"On 10 December 2020, members of the union, National Nurses United, gathered in the Chicago (Illinois) to protest against Cook County Health staff and service reductions at the Provident Hospital resulting from recent budget cuts amid the coronavirus pandemic. [size=no report]",0,1612546511
5316,7-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Chicago Sun-Times,"On 7 December 2020, about 50 demonstrators, activists, and medical professionals rallied outside the Thompson Center in Chicago (Illinois) demanding to keep Mercy Hospital open and calling for city and state officials to block the planned closure of Mercy Hospital because it would result in more deaths in the Black community that it serves. [size=about 50]",0,1612546511
5504,5-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,The Print,"On 5 December 2020, Sikh Americans and Indian Americans gathered in Chicago (Illinois) to join in the protests occurring in several countries around the world and to show support for Indian farmers who are demonstrating against new laws that would eliminate the minimum price for crops, which would leave millions below the poverty line. [size=no report]",0,1612913872
5649,2-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS2 (Chicago),"On 2 December 2020, nursing home workers from Infinity Healthcare Management and faith leaders joined together to strike for the 10th day outside in downtown Chicago (Illinois) in support of better patient care and fair contracts amid the ongoing coronavirus pandemic. [size=no report]",0,1612546510
5732,1-Dec-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,SEIU Local 1; Crowd Counting Consortium,"On 1 December 2020, nursing home workers from Infinity Healthcare Management continued striking outside in downtown Chicago (Illinois) for better patient care and fair contracts. [size=no report]",0,1612546510
5949,28-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,WGN Channel 9,"On 28 November 2020, several local nursing home workers held a rally in Chicago (Illinois) to demand hazard pay, higher wages, proper staffing and a safer work environment during the ongoing coronavirus pandemic. The rally was organized by SEIU. [size=several]",0,1612546509
6101,26-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Twitter; Chicago Sun-Times; Political Research Associates,"On 26 November 2020, roughly 60 pro-Trump demonstrators including the President of Chicago chapter of the Proud Boys and other Back the Blue supporters gathered outside of the Trump International Hotel & Tower and Millennium Park in Chicago (Illinois) in support of the false claim that wide-scale fraud swung the election for Joe Biden. The pro-Trump demonstrators also protested the mayor's measures to curb the coronavirus. A few dozen counter protesters also marched to Millennium Park to protest Donald Trump and his claims of voter fraud. [size=roughly 60] [counter-protest] [stop the steal] [count every vote]",0,1612546509
6200,24-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago,"On 24 November 2020, community members, BLM supporters and Rev. Jesse Jackson's Rainbow PUSH coalition came together in the Bronzeville neighborhood of Chicago (Illinois) to protest the closure of the local Mercy Hospital during the coronavirus pandemic especially as it serves mostly low-income communities. [size=no report]",0,1612546509
6303,23-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Fox32; CBS2 (Chicago); Chicago Sun-Times,"On 23 November 2020, nearly 700 nursing home workers walked off the job and picketed outside the Infinity Healthcare Management facilities with the support of SEIU in Chicago (Illinois) to demand higher wages and safer working conditions amid the coronavirus pandemic. [size=nearly 700]",0,1612546509
6815,17-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; People's World,"On 17 November 2020, people including members of the American Federation of Labor and Congress of Industrial Organizations, the American Postal Workers Union, Our Revolution, United Automobile Workers, and United Food and Commercial Workers gathered in Chicago (Illinois) as part of a nationwide campaign against Postmaster General and his continued destruction of the USPS. [size=no report]",0,1612546508
6891,16-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Daily Northwestern; Count Love,"On 16 November 2020, about 50 students including members of Northwestern University Community Not Cops held a march and dance protest in Evanston (Illinois) in support of the Black Lives Matter movement and Black students on campus, and defunding campus police. [size=about 50]",0,1612546508
6997,14-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS2 (Chicago),"On 14 November 2020, protesters including members of Refuse Fascism gathered near Trump Tower in Chicago (Illinois) to say that President Donald Trump must accept the election results and concede to President-elect Joe Biden. [size=no report]",0,1612546508
6998,14-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS2 (Chicago),"On 14 November 2020, residents of the city's Southeast Side gathered outside of the Mayor's home in Chicago (Illinois) to demand she stop letting companies, like the General Iron shredding plant, pollute neighborhoods. [size=no report]",0,1612546508
7088,14-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Daily Northwestern,"On 14 November 2020, members of Evanston Fight for Black Lives and Northwestern University Community Not Cops held a sit-in at a local Alderman's house in Evanston (Illinois) in support of Black Lives Matter movement and to demand that she vote against the city's proposed 2021 budget, commit to defunding Evanston Police Department by 75 percent, and refuse to seek reelection. [size=no report]",0,1612546508
7103,13-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Fox32; UNITE HERE Local 1,"On 13 November 2020, laid off hotel workers rallied in Chicago (Illinois) to demand that they get their jobs back when guests come back to the city. [size=no report]",0,1612546508
7215,12-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Times of Northwest Indiana,"On 12 November 2020, more than a dozen supporters of teachers and paraprofessionals gathered outside of City Hall in Chicago (Illinois) to rally against the School City of East Chicago's handling of the coronavirus pandemic. [size=more than a dozen]",0,1612546508
7430,9-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Crowd Counting Consortium; Daily Northwestern,"On 9 November 2020, no more than 60 students from NU Community Not Cops gathered, marched and held a sit-in in Evanston (Illinois) to demand the abolition of University Police. At least 70 police officers from the Northern Illinois Police Alarm System's Mobile Field showed up in riot gear and with several K-9 vehicles and ensured students stayed on the sidewalk and did not violate and local laws. [size=no more than 60]",0,1612546508
7562,7-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Block Club Chicago; CBS2 (Chicago),"On 7 November 2020, huge crowds of Biden-Harris supporters gathered in downtown Chicago (Illinois) to celebrate The Associated Press projecting that former Vice President Joe Biden will become the 46th President of the United States. [size=huge crowds]",0,1612546507
7593,7-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,CBS2 (Chicago),"On 7 November 2020, pro-Biden supporters gathered in downtown Evanston (Illinois) to celebrate The Associated Press projecting that former Vice President Joe Biden will become the 46th President of the United States. [size=no report]",0,1612546507
7895,5-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Block Club Chicago,"On 5 November 2020, parents and community organizers gathered outside Sumner Elementary School in the neighborhood of North Lawndale In Chicago (Illinois) to push back against a proposal to consolidate three underutilized neighborhood schools in favor of a new, high-tech public school. [size=no report]",0,1612546507
7965,4-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times,"On 4 November 2020, at least 1,000 demonstrators including members from labor unions and progressive groups including SEIU gathered in Chicago (Illinois) to demand that every vote be counted and against Donald Trump's attempts to halt vote counting in other states. [size=at least 1,000] [count every vote]",0,1612546507
8221,2-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times,"On 2 November 2020, about a dozen people with Enlace Chicago and the Illinois Coalition for Immigration and Refugee Rights marched and carried yard signs and multilingual door-hangers in the Little Village neighborhood of Chicago (Illinois) encouraging people to vote and in support of the graduate income tax amendment. [size=about a dozen]",0,1612546507
8222,2-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Sun-Times,"On 2 November 2020, a collective of Black business owners gathered on a commercial strip in the Chatham neighborhood of Chicago (Illinois) in support of voting and to urge people to cast ballots on Election Day. [size=a collective]",0,1612546507
8308,2-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Chicago Tribune,"On 2 November 2020, some labor groups, including SEIU stood outside the Thompson Center in Chicago (Illinois) to declare the measures they were willing to take to ensure every vote is counted and any transfer of power is peaceful. [size=some]",0,1612546507
8355,1-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Times of Northwest Indiana,"On 1 November 2020, people participated in a 'Stop the Violence' rally in Chicago (Illinois) in recognition of Timiya Andrews, an 8-year-old struck by gunfire and killed on Oct. 28th 2020. [size=no report]",0,1612546506
8366,1-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Fox News,"On 1 November 2020, students and Northwestern Community Not Cops organizers held a protest in Evanston (Illinois) in support of divesting from the police and against the presence of campus police officers. [size=no report]",0,1612546506
8460,31-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Crowd Counting Consortium; Chicago Maroon,"On 31 October 2020, several groups including, Good Kids Mad City, #CareNotCops, Students Working Against Prisons and UC United staged demonstrations in Chicago (Illinois) in support of defunding the University of Chicago Police Department. Some students burned a banner with the UChicago crest on it, threw toilet paper on bushes, and spray painted some parts of campus. [size=several]",0,1612546507
8507,31-Oct-20,2020,Riots,Violent demonstration,Rioters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Herald & Review; Fox32; CBS News,"On 31 October 2020, 150 students, graduate workers, teachers and organizers from the Northwestern Community Not Cops movement marched in Evanston (Illinois) demanding that the school cut ties with the campus police department. The demonstration turned violent when they broke windows, spray-painted graffiti, and threw rocks and bricks at officers. Police intervened, used pepper spray and a round of pepper balls on rioters. One student was arrested. [size=150]",0,1612546506
8544,30-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Daily Northwestern; Crowd Counting Consortium,"On 30 October 2020, about 200 Northwestern students, faculty and staff along with NU Community Not Cops joined together to march in Evanston (Illinois) to protest University Police, to encourage divesting from law enforcement and hear from abolitionist speakers. [size=about 200]",0,1612546506
8628,29-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS58; Fox32,"On 29 October 2020, people gathered in Grant Park in Chicago (Illinois) in support of the Black Lives Matter movement and to encourage all of those who marched and protested this year to go out and vote to make their voices heard. [size=no report]",0,1612546506
8684,28-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Evanston,42.0411,-87.6901,Crowd Counting Consortium; Daily Northwestern,"On 28 October 2020, about 50 people gathered for the 17th consecutive day of action led by NUCNC (Northwestern University Community Not Cops) in Evanston (Illinois) demanding the abolition of University Police and in honor of Walter Wallace Jr., a 27-year-old Black man who was fatally shot by Philadelphia police Oct. 26th 2020. [size=about 50]",0,1612546507
8699,28-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,ABC7 Chicago,"On 28 October 2020, dozens of parents marched outside Mount Greenwood Elementary School in Chicago (Illinois) in support for in-school teaching and for a return to school during the ongoing coronavirus pandemic. [size=dozens]",0,1612546506
8884,26-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,WGN Channel 9,"On 26 October 2020, the families of George Floyd, Breonna Taylor, Jacob Blake and Marcellis Stinnette gathered in Grant Park in Chicago (Illinois) in support of the Black Lives Matter movement and in an effort to encourage all of those who marched and protested this year to vote for the policies they want to see. [size=no report]",0,1612546506
8930,25-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,Columbia Chronicle; Crowd Counting Consortium,"On 25 October 2020, around 100 supporters of Donald Trump dressed in ''Make America Great Again'' clothes gathered in the Oak Lawn suburb of Chicago (Illinois) to show support for the president before the election. A group of five counter protesters stood across the street waving flags for Joe Biden. [size=around 100] [counter-protest]",0,1612546507
9007,25-Oct-20,2020,Riots,Mob violence,Rioters (United States),United States,Illinois,Cook,Chicago,41.85,-87.6501,CBS News; Chicago Sun-Times,"On 25 October 2020, two women allegedly stabbed a security guard 27 times at a store in Chicago (Illinois) after he asked the two women to leave the store for refusing to wear masks due to the ongoing coronavirus pandemic while shopping. The two women were arrested, and the security guard was taken to a hospital for his injuries. [size=2]",0,1612546506
